Loyalty ID,First Name,Last Name,Customer Name,Country,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType
561092,Valerie,Bouillion,Valerie Bouillion,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,High School or Below,Suburban,14665,Married,Star,11/28/2018,,4558.43,Standard
234866,Alita,Yehl,Alita Yehl,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,male,College,Suburban,0,Single,Star,8/26/2014,,4558.59,Standard
721984,Miriam,Belli,Miriam Belli,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Rural,37709,Married,Star,3/27/2017,,4558.97,Standard
772397,Hollie,Trabue,Hollie Trabue,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,High School or Below,Urban,29327,Married,Star,4/19/2014,,4561.27,Standard
685792,Agnes,Allmon,Agnes Allmon,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Suburban,39187,Divorced,Star,7/12/2016,9/9/2017,4563.02,Standard
344199,Brock,Phillipson,Brock Phillipson,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,male,College,Suburban,0,Married,Star,7/10/2012,,4563.87,Standard
909385,Marvel,Andreason,Marvel Andreason,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,male,High School or Below,Rural,12626,Single,Star,3/10/2016,,4564.51,Standard
211043,Ngoc,Naughton,Ngoc Naughton,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,female,College,Urban,0,Single,Star,7/9/2012,,4566.12,Standard
459801,Freddy,Lindskog,Freddy Lindskog,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,College,Urban,0,Single,Star,6/4/2012,,4568.82,Standard
958243,Emmett,Little,Emmett Little,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,male,College,Urban,0,Married,Star,1/7/2017,,4569.88,Standard
517758,Golden,Maag,Golden Maag,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Doctor,Urban,27538,Divorced,Star,12/7/2012,,4570.67,Standard
712062,Kristofer,Konczak,Kristofer Konczak,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Doctor,Suburban,27538,Divorced,Star,8/21/2016,,4570.67,Standard
845945,Dierdre,Unterseher,Dierdre Unterseher,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Bachelor,Urban,91485,Divorced,Star,1/24/2014,,4571.51,Standard
324707,Modesta,Arcino,Modesta Arcino,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,College,Suburban,0,Married,Star,3/29/2013,,4572.04,Standard
184635,Lizabeth,Dagata,Lizabeth Dagata,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,Bachelor,Urban,99316,Single,Star,10/19/2014,,4574.52,Standard
947123,Shea,Ujano,Shea Ujano,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Urban,32906,Single,Star,11/18/2017,4/23/2018,4574.92,Standard
432598,Sharilyn,Tupaj,Sharilyn Tupaj,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,Bachelor,Rural,48569,Married,Star,9/3/2014,,4576.76,Standard
524483,Joseph,Scavo,Joseph Scavo,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Rural,48569,Married,Star,12/2/2014,,4576.76,Standard
413445,Consuela,Snide,Consuela Snide,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Urban,49558,Divorced,Star,8/30/2017,4/30/2018,4582.16,Standard
257575,Tobi,Contrerras,Tobi Contrerras,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Urban,69085,Married,Star,6/23/2016,,4582.67,Standard
352834,Elizabet,Kildoo,Elizabet Kildoo,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,High School or Below,Suburban,19065,Married,Star,8/2/2017,,4582.69,Standard
127590,Laurie,Baxtor,Laurie Baxtor,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Suburban,66991,Married,Star,4/5/2017,,4582.9,Standard
846374,Meredith,Cavaco,Meredith Cavaco,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Bachelor,Urban,22728,Married,Star,3/19/2016,,4583.1,Standard
651054,Rosa,Soliday,Rosa Soliday,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,male,Bachelor,Urban,94804,Married,Star,5/21/2018,,4583.75,Standard
776956,Viviana,Vines,Viviana Vines,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,Bachelor,Rural,32510,Single,Star,4/8/2018,,4589.94,2018 Promotion
130368,Eustolia,Freudenberg,Eustolia Freudenberg,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Urban,83297,Married,Star,10/16/2013,,4591.63,Standard
752331,Chong,Agard,Chong Agard,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,Bachelor,Urban,73604,Married,Star,3/3/2015,,4592.15,Standard
986825,Keith,Shigemi,Keith Shigemi,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,female,Bachelor,Rural,73604,Married,Star,9/6/2013,,4592.15,Standard
882024,Blythe,Hamdan,Blythe Hamdan,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,College,Rural,0,Married,Star,9/19/2018,,4594.26,Standard
981343,Jorge,Strachman,Jorge Strachman,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,College,Suburban,0,Married,Star,10/27/2012,,4594.26,Standard
101581,Mikki,Belvins,Mikki Belvins,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,male,Bachelor,Suburban,76357,Married,Star,10/17/2012,,4595.46,Standard
321557,Olive,Langridge,Olive Langridge,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Suburban,95550,Divorced,Star,12/13/2013,9/25/2014,4595.52,Standard
390719,Floy,Broeker,Floy Broeker,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Rural,51523,Married,Star,3/3/2014,10/26/2014,4598.24,Standard
329358,Toccara,Risso,Toccara Risso,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Rural,79284,Single,Star,1/26/2018,,4599.76,Standard
497494,Lynwood,Makey,Lynwood Makey,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Urban,37308,Married,Star,7/24/2016,,4601.91,Standard
821379,Roberta,Ender,Roberta Ender,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Bachelor,Urban,37308,Married,Star,9/23/2017,5/23/2018,4601.91,Standard
361816,Nicky,Goldhahn,Nicky Goldhahn,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,High School or Below,Urban,22571,Single,Star,3/21/2014,,4605.04,Standard
517612,Dion,Princiotta,Dion Princiotta,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,High School or Below,Rural,22571,Single,Star,7/26/2013,1/24/2016,4605.04,Standard
734192,Orval,Momaya,Orval Momaya,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,male,High School or Below,Suburban,22571,Single,Star,1/10/2016,,4605.04,Standard
774724,Brooke,Luckey,Brooke Luckey,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,High School or Below,Rural,22571,Single,Star,5/2/2016,,4605.04,Standard
874161,Flossie,Peffley,Flossie Peffley,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,male,High School or Below,Rural,22571,Single,Star,3/8/2018,,4605.04,2018 Promotion
906396,Berry,Kmiecik,Berry Kmiecik,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,College,Suburban,0,Single,Star,1/18/2016,,4606.27,Standard
722976,Renita,Sitterson,Renita Sitterson,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,High School or Below,Urban,16764,Married,Star,10/30/2016,,4617.39,Standard
747304,Shanta,Alviso,Shanta Alviso,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Rural,41167,Divorced,Star,7/5/2012,,4617.84,Standard
613804,Aline,Reidler,Aline Reidler,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,female,College,Urban,0,Single,Star,6/29/2016,,4620.39,Standard
995877,Merissa,Sulima,Merissa Sulima,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,College,Suburban,0,Single,Star,1/15/2018,,4623.54,Standard
446968,Talia,Dressel,Talia Dressel,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,Bachelor,Suburban,97065,Single,Star,1/26/2015,9/26/2015,4623.62,Standard
123928,Dimple,Stallworth,Dimple Stallworth,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Rural,28264,Divorced,Star,12/30/2018,,4624.56,Standard
237105,Beth,Horabik,Beth Horabik,Canada,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,male,Bachelor,Urban,28264,Divorced,Star,11/22/2017,,4624.56,Standard
395026,Gilda,Poirrier,Gilda Poirrier,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,College,Urban,0,Married,Star,10/11/2014,,4624.62,Standard
702493,Linn,Fletes,Linn Fletes,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,College,Rural,0,Married,Star,2/19/2017,10/19/2017,4624.62,Standard
894466,Leta,Cardenal,Leta Cardenal,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Bachelor,Suburban,66670,Married,Star,2/7/2014,,4625.55,Standard
610393,Isela,Doniel,Isela Doniel,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,male,Bachelor,Suburban,79487,Divorced,Star,3/5/2014,,4626.8,Standard
800726,Melvina,Vasile,Melvina Vasile,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,Bachelor,Rural,79487,Divorced,Star,2/26/2017,,4626.8,Standard
111171,Despina,Hao,Despina Hao,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,College,Urban,0,Single,Star,2/15/2015,,4628.28,Standard
199959,Eli,Delco,Eli Delco,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,College,Suburban,0,Single,Star,3/4/2018,,4628.28,2018 Promotion
842064,Denisse,Jelome,Denisse Jelome,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,male,College,Suburban,0,Single,Star,12/10/2013,8/10/2014,4630.36,Standard
149542,Elisabeth,Leder,Elisabeth Leder,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,Bachelor,Suburban,78152,Married,Star,10/17/2014,11/9/2014,4631.01,Standard
779434,Lindsey,Pollica,Lindsey Pollica,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,College,Urban,0,Single,Star,6/24/2015,,4633.1,Standard
203184,Edgardo,Sewer,Edgardo Sewer,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,Bachelor,Rural,29105,Married,Star,8/12/2014,,4633.55,Standard
225077,Earleen,Carballo,Earleen Carballo,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,female,Master,Suburban,26802,Married,Star,10/20/2012,,4636.55,Standard
365816,Sang,Kujat,Sang Kujat,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,male,Master,Suburban,26802,Married,Star,8/8/2016,,4636.55,Standard
781463,Polly,Dickirson,Polly Dickirson,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,Master,Rural,26802,Married,Star,7/27/2015,,4636.55,Standard
644786,Hiroko,Columbo,Hiroko Columbo,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Rural,97017,Married,Star,7/14/2015,,4637.03,Standard
441440,Alicia,Breunig,Alicia Breunig,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,Bachelor,Rural,25816,Single,Star,2/20/2017,,4637.16,Standard
756791,Tonisha,Thompson,Tonisha Thompson,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,College,Rural,0,Single,Star,8/17/2013,,4639.04,Standard
676676,Sheree,Beurskens,Sheree Beurskens,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,College,Urban,0,Single,Star,10/8/2015,6/8/2016,4642.02,Standard
401858,Tobias,Cabarcas,Tobias Cabarcas,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,College,Suburban,0,Divorced,Star,8/28/2017,4/28/2018,4644.7,Standard
819569,Viva,Ras,Viva Ras,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,College,Urban,0,Married,Star,4/15/2015,,4644.9,Standard
428826,Patricia,Gerdsen,Patricia Gerdsen,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Suburban,42532,Single,Star,5/9/2018,,4645.57,Standard
779435,Kamala,Tagliente,Kamala Tagliente,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,College,Suburban,0,Single,Star,3/19/2018,11/19/2018,4645.84,2018 Promotion
518533,Dallas,Bly,Dallas Bly,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Urban,37530,Married,Star,5/1/2018,,4646.39,Standard
568547,Adrian,Dymond,Adrian Dymond,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,College,Rural,0,Married,Star,2/7/2016,,4648.54,Standard
761007,Octavia,Curls,Octavia Curls,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Master,Suburban,28215,Single,Star,10/23/2012,,4650.06,Standard
830931,Natacha,Finister,Natacha Finister,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,Bachelor,Suburban,47590,Single,Star,2/17/2013,,4652.6,Standard
229204,Hilde,Nims,Hilde Nims,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,College,Rural,0,Married,Star,8/18/2018,,4652.89,Standard
437269,Seema,Mont,Seema Mont,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,College,Suburban,0,Single,Star,3/1/2016,1/19/2018,4654.84,Standard
202761,Tilda,Totaro,Tilda Totaro,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,female,College,Rural,0,Married,Star,1/28/2013,7/29/2014,4654.95,Standard
723390,Neida,Barraclough,Neida Barraclough,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Suburban,30383,Divorced,Star,1/21/2013,3/13/2017,4655.21,Standard
956005,Terence,Levitt,Terence Levitt,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Urban,88240,Divorced,Star,12/1/2016,,4655.61,Standard
683361,Ha,Kalp,Ha Kalp,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Urban,29070,Married,Star,11/30/2017,,4656.67,Standard
370486,Mui,Pizzi,Mui Pizzi,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Doctor,Suburban,18024,Single,Star,7/3/2017,,4657.16,Standard
279919,Teodoro,Baraw,Teodoro Baraw,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Suburban,89834,Married,Star,9/10/2016,,4660.4,Standard
635249,Masako,Mcgeorge,Masako Mcgeorge,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,College,Urban,0,Married,Star,4/7/2014,,4665.13,Standard
849415,Karyl,Routson,Karyl Routson,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,College,Rural,0,Married,Star,9/22/2014,,4665.13,Standard
334003,Jonna,Bravata,Jonna Bravata,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,Bachelor,Rural,53252,Married,Star,6/17/2013,,4668.04,Standard
256323,Refugia,Barentine,Refugia Barentine,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Rural,76157,Married,Star,11/13/2014,,4669.23,Standard
553567,Laureen,Borghi,Laureen Borghi,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Urban,76157,Married,Star,3/19/2017,11/19/2017,4669.23,Standard
612555,Lawerence,Ello,Lawerence Ello,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,Bachelor,Urban,76157,Married,Star,10/24/2015,,4669.23,Standard
411242,Gerry,Tolmich,Gerry Tolmich,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,College,Urban,0,Married,Star,5/27/2012,,4670.05,Standard
353128,Arline,Scarles,Arline Scarles,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Bachelor,Urban,69921,Divorced,Star,9/27/2012,,4670.06,Standard
367961,Hoyt,Collie,Hoyt Collie,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,College,Rural,0,Divorced,Star,6/10/2013,,4670.95,Standard
431899,Loren,Deschenes,Loren Deschenes,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,College,Urban,0,Single,Star,6/14/2014,,4671.42,Standard
835491,Lovie,Cannan,Lovie Cannan,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,male,Bachelor,Suburban,53219,Married,Star,9/2/2016,,4673.2,Standard
791355,Carlota,Colmenares,Carlota Colmenares,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,Bachelor,Urban,83102,Married,Star,9/1/2015,,4678.42,Standard
331258,Lacie,Creagh,Lacie Creagh,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,Doctor,Rural,14606,Married,Star,4/14/2015,,4681.53,Standard
713329,Karlene,Catalino,Karlene Catalino,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,male,Bachelor,Suburban,77678,Married,Star,3/29/2017,,4685.5,Standard
422805,Peggie,Lingo,Peggie Lingo,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,Bachelor,Urban,58089,Married,Star,2/1/2015,,4686.47,Standard
660376,Sherlyn,Ransberger,Sherlyn Ransberger,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Rural,58089,Married,Star,7/8/2012,,4686.47,Standard
841677,Mitsuko,Doell,Mitsuko Doell,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Bachelor,Suburban,58089,Married,Star,9/19/2017,,4686.47,Standard
871329,Mendy,Krush,Mendy Krush,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,Bachelor,Suburban,32646,Married,Star,6/5/2013,6/17/2016,4686.81,Standard
626326,Malcom,Flaharty,Malcom Flaharty,Canada,Quebec,Montreal,45.50169,-73.567253,H3T 8L4,female,Bachelor,Rural,82534,Single,Star,1/27/2013,,4692.05,Standard
412854,Emanuel,Penalosa,Emanuel Penalosa,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,College,Suburban,0,Single,Star,4/12/2017,,4692.1,Standard
187010,Almeta,Wissman,Almeta Wissman,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,College,Suburban,0,Married,Star,3/16/2018,,4692.17,2018 Promotion
333621,Della,Girvan,Della Girvan,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,female,College,Urban,0,Married,Star,6/22/2013,,4692.17,Standard
270570,Gerardo,Lapinski,Gerardo Lapinski,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,College,Rural,0,Single,Star,10/30/2016,,4692.66,Standard
305171,Dario,Szablewski,Dario Szablewski,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,College,Suburban,0,Single,Star,9/25/2014,,4697.15,Standard
715668,Rudy,Brenek,Rudy Brenek,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,High School or Below,Rural,26411,Married,Star,9/7/2017,10/31/2017,4698.35,Standard
197529,Margie,Mabie,Margie Mabie,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,male,College,Urban,0,Married,Star,12/22/2018,,4699.03,Standard
496325,Terrance,Vandemortel,Terrance Vandemortel,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,male,Doctor,Rural,11417,Married,Star,8/1/2012,,4700.01,Standard
873180,Stormy,Korenic,Stormy Korenic,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Doctor,Suburban,11417,Married,Star,12/10/2017,8/10/2018,4700.01,Standard
630320,Ela,Schnopp,Ela Schnopp,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Suburban,76694,Married,Star,10/13/2015,,4700.58,Standard
304944,Seymour,Sheerin,Seymour Sheerin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,female,College,Rural,0,Single,Star,1/4/2014,,4703.72,Standard
615662,Judson,Sadbury,Judson Sadbury,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,College,Urban,0,Single,Star,8/12/2015,,4703.72,Standard
887192,Marie,Boughton,Marie Boughton,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,male,College,Rural,0,Married,Star,6/25/2018,,4704.18,Standard
540497,Marshall,Peckinpaugh,Marshall Peckinpaugh,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,College,Urban,0,Single,Star,7/1/2017,,4705.59,Standard
673061,Halley,Trenkle,Halley Trenkle,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,College,Urban,0,Single,Star,9/30/2016,5/30/2017,4706.68,Standard
534794,Louann,Engley,Louann Engley,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,Bachelor,Rural,47829,Married,Star,5/6/2012,,4708.2,Standard
336341,Sade,Porrini,Sade Porrini,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,College,Urban,0,Single,Star,11/24/2012,,4709.52,Standard
465530,Willard,Hamberry,Willard Hamberry,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,Doctor,Rural,13933,Married,Star,9/1/2013,,4711.08,Standard
600598,Almeta,Swinny,Almeta Swinny,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,College,Suburban,0,Single,Star,12/31/2015,,4711.85,Standard
724720,Veta,Seymore,Veta Seymore,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,male,College,Urban,0,Single,Star,10/18/2014,,4713.4,Standard
627489,Margareta,Weigelt,Margareta Weigelt,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,male,College,Suburban,0,Married,Star,8/30/2013,,4715.29,Standard
264064,Joye,Melman,Joye Melman,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,male,College,Urban,0,Married,Star,7/21/2017,3/21/2018,4715.47,Standard
740762,Tenesha,Grobes,Tenesha Grobes,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,male,Bachelor,Urban,89642,Married,Star,11/6/2015,,4719.45,Standard
527622,Leisa,Hawkinberry,Leisa Hawkinberry,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,male,Bachelor,Suburban,37057,Married,Star,2/13/2016,,4719.76,Standard
984636,Shonda,Haase,Shonda Haase,Canada,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,female,Bachelor,Rural,37057,Married,Star,3/12/2014,,4719.76,Standard
110691,Arlene,Freud,Arlene Freud,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,College,Rural,0,Single,Star,5/19/2015,,4722.24,Standard
737791,Delpha,Pooley,Delpha Pooley,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,College,Suburban,0,Single,Star,1/31/2014,,4722.24,Standard
219413,Lazaro,Gron,Lazaro Gron,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Suburban,21546,Married,Star,4/23/2017,,4723.82,Standard
260685,Isreal,Risinger,Isreal Risinger,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,High School or Below,Rural,13037,Married,Star,7/23/2018,,4726.87,Standard
501363,Melany,Floren,Melany Floren,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,High School or Below,Suburban,13037,Married,Star,5/20/2017,,4726.87,Standard
982202,Ciera,Mila,Ciera Mila,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,High School or Below,Suburban,13037,Married,Star,1/16/2018,,4726.87,Standard
218529,Conception,Ritz,Conception Ritz,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,College,Suburban,0,Single,Star,2/7/2017,,4727.35,Standard
691645,Keven,Nacy,Keven Nacy,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,College,Rural,0,Married,Star,3/20/2018,,4729.97,2018 Promotion
881157,Roxane,Holmquest,Roxane Holmquest,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,male,Bachelor,Urban,30686,Single,Star,12/4/2015,,4731.37,Standard
426185,Geoffrey,Ferrall,Geoffrey Ferrall,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,Bachelor,Suburban,69833,Married,Star,11/30/2015,,4731.75,Standard
546758,Dinah,Hadnott,Dinah Hadnott,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,College,Urban,0,Single,Star,3/13/2013,,4731.84,Standard
270723,Lynnette,Leibenstein,Lynnette Leibenstein,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Suburban,55385,Single,Star,9/13/2014,,4732.22,Standard
275387,Olin,Lovvorn,Olin Lovvorn,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Suburban,55385,Single,Star,3/15/2018,11/15/2018,4732.22,2018 Promotion
504715,Nelson,Kurohara,Nelson Kurohara,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,male,College,Suburban,0,Single,Star,6/27/2015,,4734.26,Standard
380183,Pasty,Nogosek,Pasty Nogosek,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,male,College,Urban,0,Single,Star,2/14/2016,,4735.18,Standard
654817,Carole,Rossetto,Carole Rossetto,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Rural,63977,Married,Star,12/25/2016,,4737.84,Standard
541078,Shin,Kap,Shin Kap,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,male,Bachelor,Rural,49447,Married,Star,10/4/2017,,4739.35,Standard
555112,Corrine,Purvis,Corrine Purvis,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,College,Rural,0,Single,Star,11/18/2013,8/26/2017,4740.2,Standard
726732,Elsa,Methot,Elsa Methot,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,male,College,Rural,0,Single,Star,6/25/2015,11/22/2017,4740.2,Standard
948327,Dollie,Keto,Dollie Keto,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Bachelor,Rural,63891,Married,Star,8/10/2018,,4742.11,Standard
